TargetName	disease2B_scan | 006 | neg	normal4_scan | 017 | Geometric Segment	normal2B_scan | 008 | neg	normal3_scan | 002 | PanCK	disease3_scan | 009 | Geometric Segment	disease4_scan | 001 | PanCK	normal2B_scan | 020 | Geometric Segment	disease4_scan | 004 | PanCK	disease4_scan | 010 | Geometric Segment	disease3_scan | 003 | neg	disease1B_scan | 008 | neg	disease3_scan | 031 | Geometric Segment	normal3_scan | 021 | Geometric Segment	normal3_scan | 007 | Geometric Segment	normal4_scan | 004 | PanCK	disease3_scan | 030 | Geometric Segment	normal2B_scan | 013 | Geometric Segment	normal3_scan | 029 | Geometric Segment	normal3_scan | 025 | Geometric Segment	disease3_scan | 023 | Geometric Segment	disease3_scan | 007 | Geometric Segment	normal3_scan | 036 | Geometric Segment	normal3_scan | 020 | Geometric Segment	disease3_scan | 036 | Geometric Segment	disease2B_scan | 007 | neg	normal2B_scan | 012 | PanCK	normal3_scan | 011 | Geometric Segment	disease2B_scan | 010 | PanCK	disease3_scan | 025 | Geometric Segment	normal2B_scan | 021 | Geometric Segment	normal3_scan | 053 | Geometric Segment	disease3_scan | 012 | Geometric Segment	normal3_scan | 010 | Geometric Segment	normal3_scan | 044 | Geometric Segment	disease3_scan | 001 | neg	normal2B_scan | 011 | PanCK	disease2B_scan | 022 | Geometric Segment	disease3_scan | 001 | PanCK	normal3_scan | 024 | Geometric Segment	normal3_scan | 001 | PanCK	disease3_scan | 053 | Geometric Segment	disease3_scan | 027 | Geometric Segment	disease3_scan | 008 | Geometric Segment	normal3_scan | 018 | Geometric Segment	normal3_scan | 006 | neg	disease1B_scan | 015 | Geometric Segment	disease4_scan | 002 | PanCK	disease3_scan | 041 | Geometric Segment	disease1B_scan | 016 | Geometric Segment	disease4_scan | 008 | Geometric Segment	normal3_scan | 049 | Geometric Segment	disease3_scan | 004 | neg	normal3_scan | 014 | Geometric Segment	normal4_scan | 005 | PanCK	normal4_scan | 011 | Geometric Segment	disease2B_scan | 006 | PanCK	disease3_scan | 037 | Geometric Segment	disease3_scan | 051 | Geometric Segment	disease2B_scan | 020 | Geometric Segment	disease4_scan | 018 | Geometric Segment	disease4_scan | 003 | neg	normal3_scan | 034 | Geometric Segment	disease3_scan | 049 | Geometric Segment	disease1B_scan | 019 | Geometric Segment	normal3_scan | 040 | Geometric Segment	normal2B_scan | 019 | Geometric Segment	normal3_scan | 052 | Geometric Segment	disease1B_scan | 010 | PanCK	normal2B_scan | 017 | Geometric Segment	disease4_scan | 004 | neg
SPAG4	4	7	13	1	4	4	4	10	6	24	9	6	12	7	8	12	7	5	10	11	7	10	12	6	6	10	5	3	7	3	6	6	7	5	41	5	2	29	5	6	8	12	6	11	19	2	10	1	1	17	9	45	7	8	5	2	10	9	5	2	29	4	14	1	5	3	3	5	4	29
ZNF429	10	7	24	8	17	9	6	8	17	37	16	4	16	12	13	10	7	5	12	15	22	7	15	6	3	13	13	7	16	2	12	11	10	12	54	5	5	27	9	13	9	10	15	14	21	2	12	2	2	16	14	59	13	18	10	3	9	18	6	9	41	3	16	1	6	8	3	9	8	39
TNFRSF4	8	6	12	3	10	9	8	6	8	29	8	7	8	7	5	11	3	4	8	10	16	8	7	2	6	9	3	4	5	1	4	10	5	5	35	3	2	23	4	12	23	8	12	16	12	1	8	3	1	18	10	49	14	11	8	1	7	8	4	3	39	4	10	1	1	9	8	10	6	16
CCDC174	7	8	26	10	11	5	6	11	8	34	10	9	16	13	12	18	6	6	9	10	20	8	11	6	6	7	6	3	11	2	10	10	10	6	55	10	5	31	5	10	14	21	14	14	25	1	11	7	3	18	5	47	12	10	9	3	13	15	4	6	38	4	5	1	5	9	8	13	11	34
JTB	22	9	55	30	26	36	23	18	22	52	22	17	26	34	21	28	18	11	23	23	42	30	18	15	29	30	31	13	16	8	16	22	25	13	71	19	7	62	15	46	19	23	30	23	64	3	26	10	2	38	26	104	19	35	26	5	18	32	21	10	98	14	21	2	18	30	13	28	20	63
PATL1	20	7	30	20	24	28	13	20	17	66	15	14	14	22	58	20	8	5	14	17	34	14	14	14	17	18	9	10	14	5	10	22	15	18	78	14	8	39	14	28	16	24	29	13	26	1	18	7	1	36	13	93	13	40	15	6	19	28	12	13	75	8	12	1	15	6	9	17	12	41
CEACAM18	2	1	14	5	6	11	3	9	11	32	10	18	13	15	13	13	5	7	15	6	14	5	12	7	4	4	3	6	15	3	5	9	8	12	45	4	1	28	8	10	17	12	14	5	14	1	6	4	2	12	11	51	11	13	4	2	19	8	3	4	40	5	9	1	4	2	3	14	3	29
CLEC4D	5	2	18	1	10	5	3	7	8	30	13	6	13	11	13	14	8	2	4	8	19	10	8	5	4	8	6	2	4	4	4	7	10	7	45	5	4	30	5	9	11	15	12	9	19	2	5	3	2	18	7	39	9	3	5	1	10	11	4	6	33	2	8	3	1	6	3	8	7	33
FILIP1	8	9	19	9	13	6	8	8	15	48	21	9	24	17	7	10	7	1	10	15	28	13	12	4	7	8	7	2	8	8	12	12	11	8	57	7	7	36	15	11	9	17	9	13	15	3	10	7	3	32	18	60	11	8	12	1	7	8	10	12	57	10	9	1	9	12	10	9	6	44
NLK	9	11	20	26	22	14	16	23	13	46	15	28	37	41	16	26	34	18	35	22	38	20	38	17	15	22	43	12	31	15	21	15	23	30	59	19	7	38	18	51	27	28	32	36	48	2	13	9	1	39	23	65	22	30	22	8	23	38	15	13	50	21	25	1	17	26	18	16	32	41
IL17RA	12	7	16	7	17	4	13	5	11	41	12	16	9	10	9	23	4	3	8	14	24	16	12	10	12	11	6	5	18	4	9	9	13	7	65	9	4	25	7	8	11	11	20	11	15	2	10	5	1	15	14	49	10	3	16	1	13	16	7	4	41	7	14	1	3	11	2	11	15	32
ELMO1	4	1	8	7	8	5	6	5	10	24	10	13	15	10	15	23	7	6	16	15	22	7	5	10	4	5	7	6	10	2	9	11	7	8	53	5	4	33	6	8	5	11	18	9	14	3	9	8	3	8	12	64	6	6	5	1	7	9	4	2	37	9	9	1	8	7	7	12	6	31
CABP7	6	3	23	5	12	8	4	12	16	27	7	8	10	8	14	10	2	5	7	7	20	4	17	6	11	4	11	1	11	4	8	5	7	7	47	10	4	26	5	5	8	11	11	7	18	1	8	7	1	7	11	51	6	11	5	1	8	9	3	2	50	7	10	2	1	5	5	11	7	47
SCNM1	8	4	22	2	11	10	6	7	12	42	18	8	13	20	15	20	6	4	15	14	19	8	5	13	3	5	10	4	8	4	9	11	10	13	45	7	4	27	7	18	13	14	10	7	13	1	12	2	1	18	6	57	10	17	5	2	18	18	7	7	48	12	7	1	13	3	4	13	13	58
RNF125	4	1	16	4	9	9	4	6	12	34	9	13	16	7	7	11	6	2	8	14	14	11	8	6	10	5	9	4	10	2	4	5	10	15	61	10	4	23	3	5	10	6	11	8	13	3	7	7	1	18	11	49	5	13	2	1	11	11	3	6	52	5	7	1	4	5	6	14	12	41
ODF1	3	3	20	9	9	6	7	7	11	36	10	6	9	10	12	12	4	2	10	14	15	6	12	5	5	6	3	3	4	1	6	9	8	6	56	5	4	29	7	8	12	3	11	5	12	1	7	7	5	10	12	60	7	8	8	1	12	7	10	1	48	7	7	1	4	4	6	13	9	39
HID1	13	10	21	13	33	8	19	19	15	63	15	24	26	20	14	21	12	9	14	25	42	15	22	16	4	7	14	7	20	6	15	19	13	14	70	7	11	59	10	18	23	31	20	23	33	1	13	10	2	40	18	85	12	16	18	2	27	27	16	7	70	8	15	1	6	10	12	20	19	54
PLAAT5	5	1	20	4	9	11	10	7	15	44	8	12	11	10	7	10	4	5	15	13	15	8	11	7	8	2	7	6	9	1	6	8	5	7	49	3	8	23	5	12	10	16	14	11	22	1	10	4	1	17	8	61	8	15	5	2	6	11	7	4	43	5	12	1	5	4	9	11	8	47
MYL4	3	9	14	4	10	7	6	14	8	34	9	9	16	12	9	14	3	7	6	9	15	5	2	6	5	5	3	1	6	1	5	6	5	6	64	5	2	29	5	8	12	11	10	14	17	2	3	7	1	11	13	48	8	5	10	1	6	7	3	2	37	5	5	3	5	8	7	15	4	35
ABHD16A	16	6	62	17	27	23	42	29	31	107	36	21	29	22	48	28	35	13	16	28	40	16	18	17	29	53	20	17	28	15	19	14	15	17	180	54	9	109	13	39	9	31	24	19	74	17	30	13	2	45	17	170	12	52	28	9	25	18	13	12	161	11	13	4	9	51	9	27	55	106
PRR23D2	4	3	15	8	13	5	6	7	13	86	10	31	19	13	13	31	7	7	13	16	52	9	12	19	10	11	9	3	26	2	4	8	12	7	87	3	2	60	8	14	33	18	20	11	13	1	9	9	1	21	13	89	12	11	9	1	32	25	6	3	36	7	12	1	5	4	6	11	8	31
PNCK	3	3	12	5	4	9	5	5	4	19	8	5	11	6	8	7	8	3	7	11	15	3	10	8	5	5	3	2	7	1	5	8	2	4	43	5	2	17	5	10	7	5	6	7	15	1	6	1	2	10	16	32	8	10	3	1	4	3	5	5	23	6	8	1	2	12	4	7	6	29
GUSB	21	10	32	21	30	15	12	8	19	55	23	19	32	24	22	27	21	8	20	37	39	17	16	22	11	20	16	9	29	7	13	22	18	9	78	15	7	46	17	24	22	42	28	20	48	1	9	10	6	26	24	91	18	21	12	8	28	21	14	5	80	12	17	3	15	21	16	26	18	50
PAK4	10	10	22	15	11	25	13	12	9	54	19	10	16	23	17	21	9	5	8	13	18	10	9	6	6	15	10	13	14	5	6	9	6	10	62	14	5	39	5	27	15	10	12	8	37	1	21	7	2	22	19	61	8	33	11	4	13	15	9	3	66	5	11	1	4	11	5	15	7	30
C19orf67	4	1	10	4	3	3	1	9	4	19	10	7	5	6	4	4	4	6	6	1	7	5	4	2	10	5	3	1	3	3	1	6	9	4	30	2	1	12	2	3	7	7	13	5	14	1	7	2	1	17	4	29	2	5	1	1	4	4	4	5	28	7	3	1	1	7	6	6	1	18
SLC22A12	5	5	14	4	11	6	3	9	6	22	15	6	2	6	9	12	7	5	9	8	10	6	7	5	12	5	6	3	6	3	1	4	9	7	41	5	3	22	1	16	6	8	6	9	33	2	6	3	1	21	13	36	6	7	4	4	9	7	3	2	45	7	5	1	3	4	7	9	3	32
NOTCH2	22	15	28	16	34	18	19	12	12	41	19	19	49	32	16	33	40	15	39	21	31	19	33	22	7	17	29	7	24	19	27	28	26	25	60	7	8	39	28	21	29	18	29	30	29	3	21	8	5	28	31	91	28	17	27	1	26	33	13	22	62	14	17	1	14	31	10	19	45	51
FAM13B	9	8	19	19	10	24	11	15	11	42	12	9	18	26	21	23	14	10	15	12	23	11	16	10	7	10	21	3	12	2	11	19	12	10	51	4	9	53	12	29	8	20	11	11	27	1	10	9	1	20	16	50	20	22	16	6	17	22	5	10	55	11	16	1	14	13	10	11	14	37
MCUR1	8	9	35	10	13	12	9	20	12	50	8	12	17	14	11	20	15	2	17	9	22	8	13	13	24	12	13	7	9	3	9	14	8	12	65	12	3	36	13	16	8	13	16	8	36	2	14	7	3	27	15	67	10	16	8	2	21	13	4	7	50	7	13	2	5	16	7	12	8	55
FGF4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
SCAND1	11	6	27	18	17	14	4	10	10	47	12	8	26	18	23	20	4	6	15	18	28	10	14	12	17	13	7	7	11	4	10	18	7	9	62	6	4	40	10	28	10	15	15	15	50	1	8	8	1	22	14	65	17	21	10	4	18	15	6	6	70	7	9	1	11	4	7	7	14	25
PBX4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
SF1	30	12	44	30	20	27	17	29	10	47	29	24	32	34	38	34	21	7	26	22	39	13	24	12	21	34	27	13	25	13	19	20	31	19	66	23	5	59	21	55	23	19	26	19	63	7	21	12	1	28	32	86	19	43	15	7	22	29	9	14	66	16	26	2	19	33	26	25	33	54
PDIA2	6	4	11	12	5	6	6	9	11	36	9	11	17	12	14	12	4	1	6	10	24	8	10	14	4	7	5	2	8	3	5	7	16	10	44	4	5	39	3	3	12	9	11	9	14	1	5	5	3	13	7	58	8	7	5	3	11	6	1	5	33	7	12	1	2	5	5	11	12	39
OR1L1	5	1	11	4	4	5	9	3	12	37	11	8	10	14	11	18	10	4	6	12	23	6	12	4	9	6	8	5	10	2	6	11	8	11	65	5	3	35	6	14	5	12	19	13	21	1	9	1	2	17	7	43	10	20	5	2	9	16	3	4	46	4	10	1	4	6	8	9	12	42
CDC25C	5	3	11	5	12	3	4	8	11	29	13	7	11	6	8	7	5	3	15	7	14	6	8	8	6	9	3	2	6	3	6	10	4	8	48	3	4	24	7	10	5	17	11	14	10	4	6	9	3	15	6	52	7	9	12	1	11	14	3	3	33	6	8	1	5	5	1	7	4	33
CD164L2	3	1	22	5	14	8	6	12	16	52	7	15	12	11	11	13	8	5	9	18	28	8	11	8	6	6	11	4	7	1	6	12	8	2	67	11	6	45	4	13	17	16	12	16	17	2	6	4	3	22	10	55	7	16	14	3	10	5	7	5	37	7	13	3	6	12	3	13	8	36
MSL1	12	15	45	5	28	17	23	25	15	52	19	24	28	35	50	32	35	12	26	36	23	22	28	13	14	27	26	27	25	18	17	18	24	22	66	14	15	49	19	31	20	26	32	29	31	4	11	13	3	44	34	84	22	31	28	12	21	34	21	18	84	14	12	1	13	32	18	24	35	58
ANXA7	42	15	84	34	26	33	30	20	12	76	42	30	50	29	33	33	29	22	31	23	41	12	39	28	37	41	34	21	20	18	26	21	29	24	109	37	15	65	25	42	34	39	40	29	86	5	22	10	3	41	34	88	34	56	26	14	31	31	15	22	116	19	26	1	26	39	26	28	39	56
TCP10L2	10	3	21	9	15	4	6	7	15	53	15	11	21	12	14	13	9	4	12	16	29	8	9	7	9	8	10	3	11	8	5	9	10	12	70	8	6	34	6	15	12	14	16	9	27	5	8	10	3	31	19	77	15	17	8	1	23	22	4	6	76	6	18	1	5	9	4	13	6	35
SOCS5	9	11	18	5	24	17	22	18	20	58	16	22	32	17	25	23	13	11	17	18	39	20	19	21	11	20	22	5	19	9	8	15	13	18	75	17	4	43	12	24	24	28	30	27	36	1	15	9	6	30	31	97	16	22	16	1	23	20	15	14	72	16	15	2	10	25	12	23	18	73
NBL1	24	3	32	23	12	16	6	18	12	62	27	9	26	22	23	13	14	4	13	19	32	13	15	10	19	18	12	20	10	9	8	13	18	10	77	19	9	39	6	73	15	21	17	13	26	2	35	8	1	32	15	95	10	16	14	1	10	12	7	5	73	11	9	3	7	14	9	23	11	67
DOLK	3	5	26	9	19	8	13	2	14	52	14	20	20	14	8	19	13	3	12	16	16	8	20	13	8	9	12	5	6	1	9	10	12	15	69	7	4	30	7	16	16	17	12	6	21	1	5	2	1	13	12	54	13	15	8	1	6	14	3	5	49	3	7	1	7	12	11	15	9	34
RXRG	9	4	26	3	9	19	5	8	10	37	6	8	9	11	4	8	5	4	9	7	19	10	13	9	15	5	7	4	13	1	7	11	8	6	57	5	5	19	5	8	15	8	14	9	18	1	4	4	3	11	10	59	3	12	9	1	15	15	7	7	45	9	15	1	5	8	4	7	10	44
FBXO5	4	7	18	6	9	7	7	8	9	20	10	9	7	7	7	6	7	2	5	11	15	5	7	5	5	4	4	1	3	2	3	9	6	10	26	8	1	28	4	4	1	4	10	9	15	2	2	2	1	14	8	33	3	10	4	2	4	6	2	2	36	8	8	1	7	12	4	8	8	33
ROBO4	2	7	14	5	16	11	10	9	9	27	8	2	26	22	3	19	9	13	15	8	24	15	15	8	5	7	16	2	20	2	8	11	12	13	36	4	10	16	16	3	16	20	12	23	12	4	7	3	1	21	19	45	13	8	10	1	14	20	11	5	33	5	12	1	9	8	6	10	9	36
ING1	12	11	32	9	12	18	17	5	17	38	20	11	22	11	24	23	16	3	15	17	30	26	18	11	9	12	8	7	22	4	10	14	19	9	68	9	6	35	13	13	9	15	23	17	22	2	14	3	1	28	8	68	13	23	23	5	17	19	11	6	67	17	11	1	13	13	8	21	14	57
MIP	8	2	17	5	9	7	3	11	8	45	10	6	11	12	9	16	4	4	9	7	19	5	8	9	8	4	10	1	11	6	10	11	11	5	55	1	5	20	11	6	7	9	3	7	23	1	11	6	1	17	10	69	8	13	7	2	5	12	4	5	44	7	14	2	8	7	1	7	7	54
IK	16	11	44	17	27	19	22	14	19	57	22	15	32	25	35	27	21	6	18	17	35	15	35	18	18	23	19	10	16	12	18	25	21	14	91	16	4	52	11	26	22	19	25	20	44	2	13	11	3	32	34	73	22	43	22	4	18	28	8	12	75	10	19	2	9	23	23	13	34	47
TMEM19	10	3	19	12	10	10	15	8	15	52	7	13	17	20	13	13	11	8	9	10	14	12	15	13	18	16	16	5	12	4	15	8	23	13	55	12	4	31	17	19	11	12	21	13	38	4	7	6	1	14	13	46	15	11	9	1	15	15	3	4	48	6	11	1	17	12	12	19	11	28
FAM47A	9	2	14	3	10	11	6	9	8	31	5	8	13	13	8	5	8	7	7	12	15	9	13	5	11	9	5	7	5	1	6	7	7	6	49	1	3	30	9	9	9	8	6	9	19	1	11	2	1	16	16	51	7	14	4	4	14	9	5	2	43	3	9	4	4	7	6	14	9	38
HES6	8	4	20	4	11	5	6	7	10	35	12	8	14	12	5	13	4	4	7	10	15	4	4	6	11	11	13	2	16	2	3	9	5	7	55	4	3	28	6	11	14	8	13	4	10	1	5	4	1	15	6	51	5	13	4	3	9	8	6	6	43	8	8	2	4	9	3	11	6	32
APRT	14	9	42	21	16	22	6	14	16	44	13	12	19	24	17	22	12	8	14	21	25	12	12	13	13	18	7	5	22	7	11	12	12	10	74	12	8	40	14	31	15	12	19	14	53	2	16	5	2	32	22	82	11	23	9	1	23	17	8	6	81	9	17	1	7	15	10	19	13	48
SF3B1	28	28	53	49	26	47	23	23	17	55	31	31	62	47	55	29	47	20	37	35	60	36	33	29	22	53	46	26	40	15	23	21	33	23	89	39	7	57	23	74	38	32	45	30	64	7	42	9	3	46	33	123	29	55	28	9	36	48	19	16	131	23	26	1	18	41	23	22	53	80
GALNTL6	6	4	19	9	9	7	2	8	11	30	14	6	11	15	10	15	7	11	7	9	12	6	8	6	10	12	2	2	10	6	8	7	2	8	53	10	7	16	6	13	7	4	8	8	18	1	11	3	1	25	15	54	9	10	4	1	17	6	4	2	35	6	6	1	4	7	2	7	10	44
RFX7	11	6	26	5	12	9	9	7	9	52	15	10	25	13	9	17	12	8	10	14	23	15	11	11	14	11	16	10	15	5	11	10	12	12	61	6	5	36	8	14	15	19	19	11	20	1	14	5	5	22	14	63	16	17	9	5	16	10	6	12	56	7	13	2	6	12	7	19	14	41
NFXL1	11	7	13	10	9	5	5	11	8	27	15	5	9	12	12	8	5	4	11	13	11	14	12	5	1	6	8	5	13	3	4	8	4	5	41	9	4	31	5	21	9	12	3	8	23	1	13	8	3	16	5	45	4	18	7	6	10	11	1	6	33	9	5	2	9	6	4	7	7	37
LEMD1	10	4	20	4	15	8	10	10	13	46	19	17	12	17	15	21	10	6	10	20	15	6	9	13	19	6	7	5	7	6	8	7	5	5	62	4	9	39	11	9	14	13	13	11	16	5	6	8	2	19	11	47	5	15	4	1	13	18	7	6	50	13	15	2	5	10	8	30	10	32
MED30	9	10	22	8	16	18	10	16	17	48	14	10	20	14	14	18	17	9	12	19	32	11	9	18	18	13	9	4	16	11	11	13	14	13	69	10	4	40	8	20	14	16	25	13	19	3	14	5	3	25	11	94	12	22	11	4	17	25	10	4	60	9	11	1	7	16	8	24	14	60
GPX6	11	4	16	3	9	8	3	7	15	37	9	6	10	11	7	12	7	8	5	8	20	9	9	4	7	8	6	1	7	4	8	10	5	9	38	12	4	24	12	5	4	9	9	10	21	2	7	3	2	17	11	54	11	12	5	1	15	7	1	4	68	9	6	1	7	3	4	22	14	47
FYB2	9	1	19	12	10	15	5	6	12	36	13	7	17	10	46	14	4	2	7	12	19	9	11	2	7	15	7	14	17	1	7	9	8	5	61	22	4	45	13	33	8	13	19	6	14	1	15	6	4	16	10	56	6	39	9	5	11	11	3	3	51	3	10	1	6	6	4	15	8	28
ST6GALNAC2	10	2	12	8	6	8	7	3	13	53	18	10	17	12	10	11	7	6	8	7	19	5	9	8	13	7	10	7	5	4	7	9	13	6	53	8	2	37	4	14	15	6	14	6	24	2	6	1	2	26	14	62	8	15	10	1	18	8	8	7	46	8	8	1	7	6	4	19	8	49
SCGB1C2	5	3	12	9	10	8	2	11	10	36	7	10	11	10	4	16	3	6	16	13	18	11	9	10	62	1	5	5	9	4	14	2	10	5	56	6	2	31	6	10	7	12	21	19	18	3	5	14	1	23	8	73	8	12	5	2	11	21	5	3	39	9	15	1	3	3	7	8	5	39
SERTM2	7	5	14	3	12	8	9	8	7	31	11	7	6	6	7	11	4	10	7	9	20	10	7	3	2	7	5	2	6	2	8	9	5	6	55	4	4	26	1	10	10	6	11	9	14	3	2	4	2	20	3	33	4	10	5	1	7	8	6	5	40	9	10	2	2	11	4	7	9	21
ITPRIPL2	12	4	28	8	14	10	5	15	22	40	15	8	22	29	10	18	14	5	10	8	25	18	21	6	10	14	15	5	14	8	4	13	12	8	57	9	2	35	14	15	13	7	20	17	16	4	5	5	3	25	20	68	10	15	20	1	10	23	7	8	45	7	20	2	12	18	10	12	19	36
CLK4	8	18	22	23	21	19	13	8	15	55	17	13	25	22	21	25	23	7	13	23	26	8	19	17	16	8	11	9	15	6	18	15	16	14	66	8	7	54	12	28	23	16	17	24	41	2	9	1	2	26	18	87	18	28	14	5	26	30	6	5	84	13	7	2	15	12	12	18	13	46
GAR1	11	4	22	10	8	15	4	9	7	39	14	15	16	21	17	17	11	5	12	15	25	11	9	16	14	13	7	3	15	5	10	7	15	12	49	12	3	43	12	21	13	14	9	14	21	1	10	9	2	25	17	62	8	18	5	5	12	17	4	5	35	9	14	1	8	8	3	17	9	52
LCE4A	5	5	15	8	9	3	7	7	11	44	7	10	8	8	15	23	7	6	13	11	17	3	2	7	5	3	5	1	11	2	6	8	7	3	48	5	1	23	8	6	8	8	13	13	10	2	4	1	1	19	13	46	8	8	9	1	9	12	6	4	34	5	12	2	8	2	6	10	8	29
CENPVL1	2	3	2	1	5	1	2	1	1	15	1	1	6	9	3	6	1	1	4	2	5	1	1	2	2	4	7	1	5	1	1	4	3	4	17	4	1	11	3	7	4	5	2	1	4	1	4	1	1	10	4	14	6	1	3	1	5	5	1	2	14	3	5	1	3	4	1	5	3	18
PIGU	6	4	21	7	16	12	2	9	7	28	9	10	7	14	12	17	4	7	6	10	17	6	9	3	11	10	10	4	9	3	3	13	7	11	41	6	10	17	10	11	7	4	9	7	23	1	13	2	2	18	10	40	7	14	2	3	11	6	11	4	38	6	6	2	6	4	3	6	10	27
DCLK1	11	1	18	5	15	7	5	5	14	22	17	6	12	6	7	11	7	4	14	8	21	11	8	8	8	2	8	4	7	5	2	4	9	9	36	4	1	35	6	5	8	17	9	6	13	3	11	5	3	12	10	42	4	8	8	2	4	10	3	5	30	7	9	1	3	3	6	8	7	38
UFSP2	20	6	29	17	25	16	9	11	18	54	19	11	19	17	38	35	17	10	23	16	34	19	23	16	15	18	15	13	21	8	18	14	16	21	79	14	6	36	5	36	24	28	25	12	42	7	8	7	3	39	16	61	25	33	12	8	17	16	8	10	80	9	20	1	9	17	10	14	22	42
CCDC30	5	2	22	7	14	4	5	6	6	28	10	9	15	8	6	9	4	7	11	13	9	7	10	2	6	8	5	3	11	3	8	4	8	8	49	10	5	27	6	18	5	11	16	7	17	1	8	5	2	13	12	42	7	8	12	1	9	14	7	7	45	5	9	1	10	5	5	8	5	26
IL23A	9	4	14	3	7	9	11	4	9	35	13	10	14	8	12	13	3	4	7	7	19	8	13	4	4	7	5	1	16	2	7	6	7	6	54	6	8	29	6	5	10	13	9	3	22	1	7	2	1	9	9	46	4	14	6	1	11	4	5	4	38	6	5	1	10	8	3	12	4	37
THAP10	5	2	16	3	8	4	4	5	10	26	8	5	11	10	12	11	2	5	10	15	15	11	6	6	8	4	10	4	12	1	6	7	3	5	42	1	3	27	6	13	14	9	10	21	16	1	4	6	2	10	9	51	8	9	5	1	10	10	6	3	29	5	9	1	3	7	3	5	1	29
MAP2K3	15	10	27	10	20	53	13	81	12	41	18	8	16	27	68	23	7	11	20	26	41	18	22	13	19	6	21	12	22	8	11	13	23	15	68	6	11	29	7	33	19	17	18	18	47	5	36	13	5	30	20	79	22	18	17	8	20	20	12	10	75	12	17	2	4	14	5	18	18	54
PMVK	11	5	21	9	11	11	4	10	10	34	7	6	11	11	14	15	11	8	13	7	17	9	11	8	6	3	3	4	7	2	6	8	5	5	54	4	4	18	6	13	13	12	5	10	30	1	10	5	1	16	6	48	6	16	3	2	15	16	5	2	41	11	13	1	2	8	8	6	14	29
ISOC2	21	5	49	14	16	21	9	22	21	60	17	20	25	24	21	25	11	9	22	22	23	16	17	13	23	13	16	7	19	3	6	18	20	12	81	2	4	55	10	38	14	16	16	18	71	2	10	7	6	32	25	73	15	19	10	3	20	12	11	2	112	9	9	1	6	9	14	15	15	52
TPM1	48	14	76	30	34	43	38	21	26	120	76	37	89	77	32	70	46	42	49	40	81	59	57	35	39	42	57	20	35	17	49	35	62	44	160	44	27	103	44	67	23	50	49	56	82	7	23	12	5	45	100	259	59	59	31	24	38	48	15	23	160	42	42	3	35	35	50	72	41	103
SYTL3	13	4	18	6	14	8	11	12	10	43	19	13	24	14	7	15	5	5	9	11	17	2	7	8	12	9	5	6	7	6	6	9	7	5	56	9	3	21	4	10	12	12	17	10	16	2	8	4	1	12	19	59	2	10	10	1	11	8	4	7	42	10	8	1	5	6	13	12	10	38
MAP7D3	6	2	14	3	10	9	11	15	7	29	16	12	20	7	12	13	9	2	15	12	11	9	8	8	13	7	13	6	4	2	5	9	12	12	43	4	4	25	12	17	8	10	8	11	13	2	10	4	2	14	16	51	10	10	4	3	6	9	5	10	51	6	10	1	8	17	5	14	17	34
DHRS4	13	10	36	16	32	22	18	23	24	105	17	11	38	35	25	33	18	11	15	27	36	14	23	17	27	13	18	7	32	7	21	16	16	19	126	12	6	72	22	37	28	33	33	23	109	4	16	12	3	30	23	144	29	33	18	4	21	29	5	9	90	12	33	2	9	7	24	28	18	61
CD37	7	7	14	9	18	8	12	7	10	42	5	15	12	8	4	17	10	4	13	13	22	6	12	16	5	5	11	1	13	1	11	9	10	6	69	4	6	29	4	6	10	19	18	14	22	1	4	8	1	21	15	67	4	9	11	2	13	19	8	8	53	6	11	2	8	5	6	13	9	35
TMBIM6	254	39	368	157	56	147	80	58	29	174	173	52	120	107	165	67	114	36	80	56	90	56	77	54	310	244	82	100	45	35	70	50	87	70	155	158	34	131	75	219	55	59	72	69	285	18	123	24	8	92	91	215	67	207	70	61	45	61	36	19	357	59	46	6	46	100	52	121	104	138
NPPC	10	2	11	2	11	5	7	9	11	36	10	7	13	8	13	14	5	5	13	15	18	9	12	11	4	4	9	3	11	4	8	12	8	8	59	5	5	24	6	13	5	15	11	5	18	1	10	4	1	23	11	45	8	8	1	2	11	7	3	4	60	7	5	1	5	7	8	9	11	37
GPR171	3	1	19	5	5	6	5	5	3	30	7	7	12	10	9	14	1	2	4	7	10	7	9	5	6	4	6	3	7	3	3	5	16	5	49	2	3	23	5	10	9	5	12	3	15	1	10	5	1	16	15	43	11	8	4	1	13	4	1	4	34	7	6	1	2	10	4	3	8	28
NIPSNAP1	18	4	35	16	20	27	16	19	14	63	22	17	24	29	20	31	12	9	28	21	26	13	22	13	20	26	14	13	21	11	12	17	14	18	87	20	12	61	11	49	26	21	22	18	85	1	11	8	2	28	23	85	13	21	11	5	27	23	5	5	100	9	15	1	8	15	10	23	21	42
